* Project:       Karaj-Data-Assimilation
* File content:  soil physical parameters
* File name:     SoilPhysParam.csv
* Model version: Swap 3.2.87
* Generated at:  16-Sep-2026 17:00:59
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         1,  0.0000000E+00,  3.6241730E-01,  4.4721360E-11,  1.0000000E+00,  2.7482386E+01
         1, -1.0000000E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.1000000E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.2100000E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.3310000E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.4641000E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.6105100E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.7715610E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482385E+01
         1, -1.9487171E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -2.1435888E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -2.3579477E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -2.5937425E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -2.8531167E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -3.1384284E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482384E+01
         1, -3.4522712E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482383E+01
         1, -3.7974983E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482383E+01
         1, -4.1772482E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482383E+01
         1, -4.5949730E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482383E+01
         1, -5.0544703E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482382E+01
         1, -5.5599173E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482382E+01
         1, -6.1159090E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482381E+01
         1, -6.7274999E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482381E+01
         1, -7.4002499E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482381E+01
         1, -8.1402749E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482380E+01
         1, -8.9543024E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482379E+01
         1, -9.8497327E-07,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482379E+01
         1, -1.0834706E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482378E+01
         1, -1.1918177E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482377E+01
         1, -1.3109994E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482377E+01
         1, -1.4420994E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482376E+01
         1, -1.5863093E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482375E+01
         1, -1.7449402E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482373E+01
         1, -1.9194342E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482372E+01
         1, -2.1113777E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482371E+01
         1, -2.3225154E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482369E+01
         1, -2.5547670E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482368E+01
         1, -2.8102437E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482366E+01
         1, -3.0912681E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482364E+01
         1, -3.4003949E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482362E+01
         1, -3.7404343E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482359E+01
         1, -4.1144778E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482357E+01
         1, -4.5259256E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482354E+01
         1, -4.9785181E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482351E+01
         1, -5.4763699E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482347E+01
         1, -6.0240069E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482343E+01
         1, -6.6264076E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482339E+01
         1, -7.2890484E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482334E+01
         1, -8.0179532E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482329E+01
         1, -8.8197485E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482324E+01
         1, -9.7017234E-06,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482317E+01
         1, -1.0671896E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482311E+01
         1, -1.1739085E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482303E+01
         1, -1.2912994E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482295E+01
         1, -1.4204293E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482286E+01
         1, -1.5624723E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482276E+01
         1, -1.7187195E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482265E+01
         1, -1.8905914E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482252E+01
         1, -2.0796506E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482239E+01
         1, -2.2876156E-05,  3.6241730E-01,  5.6770419E-05,  1.0000000E+00,  2.7482224E+01
         1, -2.5163772E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482208E+01
         1, -2.7680149E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482191E+01
         1, -3.0448164E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482171E+01
         1, -3.3492980E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482150E+01
         1, -3.6842278E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482126E+01
         1, -4.0526506E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482100E+01
         1, -4.4579157E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482071E+01
         1, -4.9037073E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482040E+01
         1, -5.3940780E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7482005E+01
         1, -5.9334858E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7481967E+01
         1, -6.5268344E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7481925E+01
         1, -7.1795178E-05,  3.6241730E-01,  5.6770419E-05,  9.9999999E-01,  2.7481879E+01
         1, -7.8974696E-05,  3.6241730E-01,  5.6770419E-05,  9.9999998E-01,  2.7481829E+01
         1, -8.6872165E-05,  3.6241730E-01,  5.6770419E-05,  9.9999998E-01,  2.7481773E+01
         1, -9.5559382E-05,  3.6241729E-01,  5.6770419E-05,  9.9999998E-01,  2.7481712E+01
         1, -1.0511532E-04,  3.6241729E-01,  5.6770419E-05,  9.9999998E-01,  2.7481644E+01
         1, -1.1562685E-04,  3.6241729E-01,  5.6770419E-05,  9.9999998E-01,  2.7481570E+01
         1, -1.2718954E-04,  3.6241729E-01,  5.6770419E-05,  9.9999997E-01,  2.7481489E+01
         1, -1.3990849E-04,  3.6241729E-01,  5.6770419E-05,  9.9999997E-01,  2.7481399E+01
         1, -1.5389934E-04,  3.6241729E-01,  5.6770419E-05,  9.9999997E-01,  2.7481300E+01
         1, -1.6928927E-04,  3.6241729E-01,  5.6770419E-05,  9.9999997E-01,  2.7481192E+01
         1, -1.8621820E-04,  3.6241729E-01,  5.6770419E-05,  9.9999996E-01,  2.7481072E+01
         1, -2.0484002E-04,  3.6241729E-01,  5.6770419E-05,  9.9999996E-01,  2.7480941E+01
         1, -2.2532402E-04,  3.6241729E-01,  5.6770419E-05,  9.9999995E-01,  2.7480796E+01
         1, -2.4785643E-04,  3.6241729E-01,  5.6770419E-05,  9.9999995E-01,  2.7480638E+01
         1, -2.7264207E-04,  3.6241728E-01,  5.6770419E-05,  9.9999994E-01,  2.7480463E+01
         1, -2.9990628E-04,  3.6241728E-01,  5.6770419E-05,  9.9999994E-01,  2.7480270E+01
         1, -3.2989690E-04,  3.6241728E-01,  5.6770419E-05,  9.9999993E-01,  2.7480059E+01
         1, -3.6288659E-04,  3.6241728E-01,  5.6770419E-05,  9.9999993E-01,  2.7479826E+01
         1, -3.9917525E-04,  3.6241728E-01,  5.6770419E-05,  9.9999992E-01,  2.7479570E+01
         1, -4.3909278E-04,  3.6241728E-01,  5.6770419E-05,  9.9999991E-01,  2.7479289E+01
         1, -4.8300206E-04,  3.6241727E-01,  5.6770419E-05,  9.9999990E-01,  2.7478979E+01
         1, -5.3130226E-04,  3.6241727E-01,  5.6770419E-05,  9.9999989E-01,  2.7478638E+01
         1, -5.8443249E-04,  3.6241727E-01,  5.6770419E-05,  9.9999988E-01,  2.7478264E+01
         1, -6.4287574E-04,  3.6241726E-01,  5.6770419E-05,  9.9999987E-01,  2.7477851E+01
         1, -7.0716331E-04,  3.6241726E-01,  5.6770419E-05,  9.9999985E-01,  2.7477398E+01
         1, -7.7787964E-04,  3.6241726E-01,  5.6770419E-05,  9.9999984E-01,  2.7476899E+01
         1, -8.5566760E-04,  3.6241725E-01,  5.6770419E-05,  9.9999982E-01,  2.7476350E+01
         1, -9.4123437E-04,  3.6241725E-01,  5.6770419E-05,  9.9999981E-01,  2.7475747E+01
         1, -1.0353578E-03,  3.6241724E-01,  5.6770419E-05,  9.9999979E-01,  2.7475083E+01
         1, -1.1388936E-03,  3.6241724E-01,  5.6770419E-05,  9.9999976E-01,  2.7474353E+01
         1, -1.2527829E-03,  3.6241723E-01,  5.6770419E-05,  9.9999974E-01,  2.7473549E+01
         1, -1.3780612E-03,  3.6241722E-01,  5.6770419E-05,  9.9999972E-01,  2.7472666E+01
         1, -1.5158674E-03,  3.6241721E-01,  5.6770419E-05,  9.9999969E-01,  2.7471694E+01
         1, -1.6674541E-03,  3.6241721E-01,  5.6770419E-05,  9.9999966E-01,  2.7470625E+01
         1, -1.8341995E-03,  3.6241720E-01,  5.6770419E-05,  9.9999962E-01,  2.7469448E+01
         1, -2.0176195E-03,  3.6241719E-01,  5.6770419E-05,  9.9999958E-01,  2.7468155E+01
         1, -2.2193814E-03,  3.6241717E-01,  5.6770419E-05,  9.9999954E-01,  2.7466732E+01
         1, -2.4413195E-03,  3.6241716E-01,  5.6770419E-05,  9.9999950E-01,  2.7465166E+01
         1, -2.6854515E-03,  3.6241715E-01,  5.6770419E-05,  9.9999945E-01,  2.7463444E+01
         1, -2.9539966E-03,  3.6241713E-01,  5.6770419E-05,  9.9999939E-01,  2.7461550E+01
         1, -3.2493963E-03,  3.6241712E-01,  5.6770419E-05,  9.9999933E-01,  2.7459466E+01
         1, -3.5743359E-03,  3.6241710E-01,  5.6770419E-05,  9.9999926E-01,  2.7457174E+01
         1, -3.9317695E-03,  3.6241708E-01,  5.6770419E-05,  9.9999919E-01,  2.7454653E+01
         1, -4.3249465E-03,  3.6241705E-01,  5.6770419E-05,  9.9999911E-01,  2.7451880E+01
         1, -4.7574411E-03,  3.6241703E-01,  5.6770419E-05,  9.9999902E-01,  2.7448829E+01
         1, -5.2331852E-03,  3.6241700E-01,  5.6770419E-05,  9.9999892E-01,  2.7445474E+01
         1, -5.7565038E-03,  3.6241697E-01,  5.6770419E-05,  9.9999881E-01,  2.7441783E+01
         1, -6.3321541E-03,  3.6241694E-01,  5.6770419E-05,  9.9999869E-01,  2.7437722E+01
         1, -6.9653696E-03,  3.6241690E-01,  5.6770419E-05,  9.9999856E-01,  2.7433256E+01
         1, -7.6619065E-03,  3.6241687E-01,  5.6770419E-05,  9.9999842E-01,  2.7428343E+01
         1, -8.4280972E-03,  3.6241682E-01,  5.6770419E-05,  9.9999826E-01,  2.7422939E+01
         1, -9.2709069E-03,  3.6241677E-01,  5.6770419E-05,  9.9999809E-01,  2.7416994E+01
         1, -1.0197998E-02,  3.6241672E-01,  6.2951189E-05,  9.9999789E-01,  2.7410304E+01
         1, -1.1217797E-02,  3.6241666E-01,  6.3593698E-05,  9.9999765E-01,  2.7402287E+01
         1, -1.2339577E-02,  3.6241658E-01,  6.4242746E-05,  9.9999739E-01,  2.7393378E+01
         1, -1.3573535E-02,  3.6241650E-01,  6.4898397E-05,  9.9999710E-01,  2.7383477E+01
         1, -1.4930888E-02,  3.6241642E-01,  6.5560715E-05,  9.9999678E-01,  2.7372476E+01
         1, -1.6423977E-02,  3.6241632E-01,  6.6229765E-05,  9.9999642E-01,  2.7360251E+01
         1, -1.8066375E-02,  3.6241621E-01,  6.6905613E-05,  9.9999603E-01,  2.7346666E+01
         1, -1.9873012E-02,  3.6241609E-01,  6.7588324E-05,  9.9999558E-01,  2.7331571E+01
         1, -2.1860313E-02,  3.6241595E-01,  6.8277963E-05,  9.9999509E-01,  2.7314796E+01
         1, -2.4046345E-02,  3.6241580E-01,  6.8974595E-05,  9.9999455E-01,  2.7296155E+01
         1, -2.6450979E-02,  3.6241563E-01,  6.9678287E-05,  9.9999394E-01,  2.7275442E+01
         1, -2.9096077E-02,  3.6241545E-01,  7.0389104E-05,  9.9999327E-01,  2.7252424E+01
         1, -3.2005685E-02,  3.6241524E-01,  7.1107112E-05,  9.9999252E-01,  2.7226847E+01
         1, -3.5206253E-02,  3.6241501E-01,  7.1832376E-05,  9.9999168E-01,  2.7198424E+01
         1, -3.8726879E-02,  3.6241476E-01,  7.2564961E-05,  9.9999076E-01,  2.7166841E+01
         1, -4.2599567E-02,  3.6241448E-01,  7.3304931E-05,  9.9998973E-01,  2.7131745E+01
         1, -4.6859523E-02,  3.6241416E-01,  7.4052351E-05,  9.9998859E-01,  2.7092745E+01
         1, -5.1545476E-02,  3.6241382E-01,  7.4807283E-05,  9.9998732E-01,  2.7049409E+01
         1, -5.6700023E-02,  3.6241343E-01,  7.5569790E-05,  9.9998591E-01,  2.7001253E+01
         1, -6.2370026E-02,  3.6241300E-01,  7.6339933E-05,  9.9998434E-01,  2.6947741E+01
         1, -6.8607028E-02,  3.6241252E-01,  7.7117771E-05,  9.9998260E-01,  2.6888278E+01
         1, -7.5467731E-02,  3.6241199E-01,  7.7903364E-05,  9.9998067E-01,  2.6822203E+01
         1, -8.3014504E-02,  3.6241140E-01,  7.8696766E-05,  9.9997852E-01,  2.6748780E+01
         1, -9.1315954E-02,  3.6241074E-01,  7.9498032E-05,  9.9997613E-01,  2.6667192E+01
         1, -1.0044755E-01,  3.6241001E-01,  8.0307214E-05,  9.9997347E-01,  2.6576531E+01
         1, -1.1049230E-01,  3.6240920E-01,  8.1124359E-05,  9.9997052E-01,  2.6475790E+01
         1, -1.2154154E-01,  3.6240830E-01,  8.1949513E-05,  9.9996725E-01,  2.6363847E+01
         1, -1.3369569E-01,  3.6240730E-01,  8.2782717E-05,  9.9996360E-01,  2.6239458E+01
         1, -1.4706526E-01,  3.6240618E-01,  8.3624006E-05,  9.9995956E-01,  2.6101239E+01
         1, -1.6177178E-01,  3.6240495E-01,  8.4473413E-05,  9.9995506E-01,  2.5947653E+01
         1, -1.7794896E-01,  3.6240357E-01,  8.5330961E-05,  9.9995006E-01,  2.5776993E+01
         1, -1.9574386E-01,  3.6240205E-01,  8.6196670E-05,  9.9994451E-01,  2.5587362E+01
         1, -2.1531824E-01,  3.6240035E-01,  8.7070550E-05,  9.9993834E-01,  2.5376652E+01
         1, -2.3685007E-01,  3.6239847E-01,  8.7952603E-05,  9.9993148E-01,  2.5142522E+01
         1, -2.6053508E-01,  3.6239637E-01,  8.8842821E-05,  9.9992386E-01,  2.4882372E+01
         1, -2.8658858E-01,  3.6239405E-01,  8.9741184E-05,  9.9991540E-01,  2.4593311E+01
         1, -3.1524744E-01,  3.6239146E-01,  9.0647660E-05,  9.9990599E-01,  2.4272131E+01
         1, -3.4677219E-01,  3.6238859E-01,  9.1562203E-05,  9.9989554E-01,  2.3915266E+01
         1, -3.8144940E-01,  3.6238540E-01,  9.2484751E-05,  9.9988393E-01,  2.3518757E+01
         1, -4.1959434E-01,  3.6238185E-01,  9.3415222E-05,  9.9987103E-01,  2.3078206E+01
         1, -4.6155378E-01,  3.6237791E-01,  9.4353515E-05,  9.9985670E-01,  2.2588728E+01
         1, -5.0770916E-01,  3.6237354E-01,  9.5299506E-05,  9.9984077E-01,  2.2044899E+01
         1, -5.5848007E-01,  3.6236867E-01,  9.6253043E-05,  9.9982308E-01,  2.1440696E+01
         1, -6.1432808E-01,  3.6236327E-01,  9.7213947E-05,  9.9980342E-01,  2.0769430E+01
         1, -6.7576089E-01,  3.6235727E-01,  9.8182005E-05,  9.9978158E-01,  2.0023675E+01
         1, -7.4333698E-01,  3.6235060E-01,  9.9156967E-05,  9.9975732E-01,  1.9195187E+01
         1, -8.1767067E-01,  3.6234319E-01,  1.0013854E-04,  9.9973037E-01,  1.8274815E+01
         1, -8.9943774E-01,  3.6233496E-01,  1.0112639E-04,  9.9970043E-01,  1.7252400E+01
         1, -9.8938151E-01,  3.6232582E-01,  1.0212013E-04,  9.9966717E-01,  1.6116672E+01
         1, -1.0883197E+00,  3.6231567E-01,  1.0311930E-04,  9.9963023E-01,  1.4855120E+01
         1, -1.1971516E+00,  3.6230439E-01,  1.0412340E-04,  9.9958920E-01,  1.3453868E+01
         1, -1.3168668E+00,  3.6229186E-01,  1.0513183E-04,  9.9954362E-01,  1.1897523E+01
         1, -1.4485535E+00,  3.6227795E-01,  1.0614393E-04,  9.9949300E-01,  1.0169012E+01
         1, -1.5934088E+00,  3.6226250E-01,  1.0715894E-04,  9.9943679E-01,  8.2494066E+00
         1, -1.7527497E+00,  3.6224534E-01,  1.0817601E-04,  9.9937437E-01,  6.1177243E+00
         1, -1.9280247E+00,  3.6222629E-01,  1.0919415E-04,  9.9930505E-01,  3.7507114E+00
         1, -2.1208271E+00,  3.6220514E-01,  1.1021226E-04,  9.9922809E-01,  2.7154013E+00
         1, -2.3329099E+00,  3.6218166E-01,  1.1122911E-04,  9.9914265E-01,  2.6232506E+00
         1, -2.5662008E+00,  3.6215559E-01,  1.1224331E-04,  9.9904780E-01,  2.5318593E+00
         1, -2.8228209E+00,  3.6212665E-01,  1.1325328E-04,  9.9894253E-01,  2.4412741E+00
         1, -3.1051030E+00,  3.6209454E-01,  1.1425726E-04,  9.9882569E-01,  2.3515433E+00
         1, -3.4156133E+00,  3.6205890E-01,  1.1525330E-04,  9.9869603E-01,  2.2627165E+00
         1, -3.7571747E+00,  3.6201937E-01,  1.1623918E-04,  9.9855218E-01,  2.1748451E+00
         1, -4.1328921E+00,  3.6197551E-01,  1.1721245E-04,  9.9839261E-01,  2.0879820E+00
         1, -4.5461813E+00,  3.6192686E-01,  1.1817037E-04,  9.9821562E-01,  2.0021819E+00
         1, -5.0007995E+00,  3.6187292E-01,  1.1910990E-04,  9.9801937E-01,  1.9175008E+00
         1, -5.5008794E+00,  3.6181312E-01,  1.2002766E-04,  9.9780181E-01,  1.8339964E+00
         1, -6.0509674E+00,  3.6174685E-01,  1.2091989E-04,  9.9756067E-01,  1.7517282E+00
         1, -6.6560641E+00,  3.6167341E-01,  1.2178247E-04,  9.9729349E-01,  1.6707569E+00
         1, -7.3216705E+00,  3.6159207E-01,  1.2261083E-04,  9.9699754E-01,  1.5911447E+00
         1, -8.0538375E+00,  3.6150200E-01,  1.2339994E-04,  9.9666985E-01,  1.5129554E+00
         1, -8.8592213E+00,  3.6140231E-01,  1.2414430E-04,  9.9630714E-01,  1.4362539E+00
         1, -9.7451434E+00,  3.6129201E-01,  1.2483789E-04,  9.9590583E-01,  1.3611060E+00
         1, -1.0719658E+01,  3.6117004E-01,  1.2547415E-04,  9.9546204E-01,  1.2875787E+00
         1, -1.1791624E+01,  3.6103522E-01,  1.2604595E-04,  9.9497152E-01,  1.2157394E+00
         1, -1.2970786E+01,  3.6088628E-01,  1.2654560E-04,  9.9442964E-01,  1.1456559E+00
         1, -1.4267864E+01,  3.6072185E-01,  1.2696482E-04,  9.9383141E-01,  1.0773960E+00
         1, -1.5694651E+01,  3.6054045E-01,  1.2729476E-04,  9.9317141E-01,  1.0110273E+00
         1, -1.7264116E+01,  3.6034047E-01,  1.2752599E-04,  9.9244381E-01,  9.4661616E-01
         1, -1.8990528E+01,  3.6012018E-01,  1.2764858E-04,  9.9164234E-01,  8.8422780E-01
         1, -2.0889580E+01,  3.5987775E-01,  1.2765209E-04,  9.9076028E-01,  8.2392531E-01
         1, -2.2978538E+01,  3.5961120E-01,  1.2752572E-04,  9.8979048E-01,  7.6576909E-01
         1, -2.5276392E+01,  3.5931845E-01,  1.2725833E-04,  9.8872536E-01,  7.0981608E-01
         1, -2.7804032E+01,  3.5899729E-01,  1.2683864E-04,  9.8755688E-01,  6.5611897E-01
         1, -3.0584435E+01,  3.5864541E-01,  1.2625536E-04,  9.8627663E-01,  6.0472528E-01
         1, -3.3642878E+01,  3.5826040E-01,  1.2549736E-04,  9.8487583E-01,  5.5567649E-01
         1, -3.7007166E+01,  3.5783975E-01,  1.2455396E-04,  9.8334536E-01,  5.0900708E-01
         1, -4.0707883E+01,  3.5738089E-01,  1.2341515E-04,  9.8167588E-01,  4.6474360E-01
         1, -4.4778671E+01,  3.5688120E-01,  1.2207189E-04,  9.7985784E-01,  4.2290369E-01
         1, -4.9256538E+01,  3.5633804E-01,  1.2051643E-04,  9.7788163E-01,  3.8349528E-01
         1, -5.4182192E+01,  3.5574876E-01,  1.1874265E-04,  9.7573765E-01,  3.4651573E-01
         1, -5.9600411E+01,  3.5511078E-01,  1.1674638E-04,  9.7341647E-01,  3.1195120E-01
         1, -6.5560452E+01,  3.5442158E-01,  1.1452576E-04,  9.7090892E-01,  2.7977615E-01
         1, -7.2116497E+01,  3.5367876E-01,  1.1208152E-04,  9.6820631E-01,  2.4995301E-01
         1, -7.9328147E+01,  3.5288010E-01,  1.0941725E-04,  9.6530051E-01,  2.2243211E-01
         1, -8.7260962E+01,  3.5202357E-01,  1.0653964E-04,  9.6218417E-01,  1.9715188E-01
         1, -9.5987058E+01,  3.5110740E-01,  1.0345852E-04,  9.5885087E-01,  1.7403930E-01
         1, -1.0558576E+02,  3.5013014E-01,  1.0018697E-04,  9.5529526E-01,  1.5301062E-01
         1, -1.1614434E+02,  3.4909064E-01,  9.6741193E-05,  9.5151323E-01,  1.3397238E-01
         1, -1.2775877E+02,  3.4798815E-01,  9.3140344E-05,  9.4750200E-01,  1.1682269E-01
         1, -1.4053465E+02,  3.4682231E-01,  8.9406205E-05,  9.4326027E-01,  1.0145268E-01
         1, -1.5458812E+02,  3.4559316E-01,  8.5562782E-05,  9.3878824E-01,  8.7748122E-02
         1, -1.7004693E+02,  3.4430121E-01,  8.1635797E-05,  9.3408768E-01,  7.5591213E-02
         1, -1.8705162E+02,  3.4294736E-01,  7.7652108E-05,  9.2916195E-01,  6.4862313E-02
         1, -2.0575678E+02,  3.4153297E-01,  7.3639097E-05,  9.2401593E-01,  5.5441715E-02
         1, -2.2633246E+02,  3.4005978E-01,  6.9624031E-05,  9.1865597E-01,  4.7211311E-02
         1, -2.4896571E+02,  3.3852991E-01,  6.5633446E-05,  9.1308980E-01,  4.0056105E-02
         1, -2.7386228E+02,  3.3694583E-01,  6.1692580E-05,  9.0732638E-01,  3.3865543E-02
         1, -3.0124851E+02,  3.3531029E-01,  5.7824864E-05,  9.0137577E-01,  2.8534618E-02
         1, -3.3137336E+02,  3.3362633E-01,  5.4051513E-05,  8.9524895E-01,  2.3964734E-02
         1, -3.6451069E+02,  3.3189715E-01,  5.0391212E-05,  8.8895763E-01,  2.0064323E-02
         1, -4.0096176E+02,  3.3012613E-01,  4.6859910E-05,  8.8251409E-01,  1.6749225E-02
         1, -4.4105794E+02,  3.2831675E-01,  4.3470716E-05,  8.7593095E-01,  1.3942850E-02
         1, -4.8516373E+02,  3.2647253E-01,  4.0233894E-05,  8.6922107E-01,  1.1576143E-02
         1, -5.3368010E+02,  3.2459701E-01,  3.7156945E-05,  8.6239732E-01,  9.5873932E-03
         1, -5.8704811E+02,  3.2269370E-01,  3.4244759E-05,  8.5547245E-01,  7.9219023E-03
         1, -6.4575293E+02,  3.2076604E-01,  3.1499818E-05,  8.4845899E-01,  6.5315673E-03
         1, -7.1032822E+02,  3.1881737E-01,  2.8922447E-05,  8.4136908E-01,  5.3743901E-03
         1, -7.8136104E+02,  3.1685090E-01,  2.6511075E-05,  8.3421443E-01,  4.4139509E-03
         1, -8.5949714E+02,  3.1486972E-01,  2.4262518E-05,  8.2700623E-01,  3.6188660E-03
         1, -9.4544686E+02,  3.1287673E-01,  2.2172254E-05,  8.1975509E-01,  2.9622493E-03
         1, -1.0399915E+03,  3.1087469E-01,  2.0234689E-05,  8.1247100E-01,  2.4211923E-03
         1, -1.1439907E+03,  3.0886616E-01,  1.8443399E-05,  8.0516332E-01,  1.9762732E-03
         1, -1.2583898E+03,  3.0685355E-01,  1.6791361E-05,  7.9784075E-01,  1.6111022E-03
         1, -1.3842287E+03,  3.0483905E-01,  1.5271148E-05,  7.9051135E-01,  1.3119065E-03
         1, -1.5226516E+03,  3.0282472E-01,  1.3875103E-05,  7.8318254E-01,  1.0671578E-03
         1, -1.6749168E+03,  3.0081242E-01,  1.2595487E-05,  7.7586114E-01,  8.6724059E-04
         1, -1.8424085E+03,  2.9880386E-01,  1.1424598E-05,  7.6855333E-01,  7.0416138E-04
         1, -2.0266493E+03,  2.9680059E-01,  1.0354875E-05,  7.6126476E-01,  5.7129456E-04
         1, -2.2293142E+03,  2.9480400E-01,  9.3789699E-06,  7.5400053E-01,  4.6316344E-04
         1, -2.4522457E+03,  2.9281537E-01,  8.4898110E-06,  7.4676522E-01,  3.7525222E-04
         1, -2.6974702E+03,  2.9083581E-01,  7.6806447E-06,  7.3956295E-01,  3.0384583E-04
         1, -2.9672172E+03,  2.8886635E-01,  6.9450650E-06,  7.3239740E-01,  2.4589419E-04
         1, -3.2639390E+03,  2.8690788E-01,  6.2770315E-06,  7.2527184E-01,  1.9889790E-04
         1, -3.5903329E+03,  2.8496120E-01,  5.6708780E-06,  7.1818917E-01,  1.6081222E-04
         1, -3.9493662E+03,  2.8302701E-01,  5.1213133E-06,  7.1115194E-01,  1.2996700E-04
         1, -4.3443028E+03,  2.8110591E-01,  4.6234161E-06,  7.0416237E-01,  1.0499993E-04
         1, -4.7787331E+03,  2.7919846E-01,  4.1726252E-06,  6.9722244E-01,  8.4801166E-05
         1, -5.2566064E+03,  2.7730511E-01,  3.7647265E-06,  6.9033381E-01,  6.8467637E-05
