number,state,rmse,ores,osat,alfa,npar,ksatfit,lexp,ksatexm,bdens,best_so_far_rmse,previous_best_rmse,improvement,relative_improvement_percent
66,COMPLETE,0.04136433246167524,0.0659186339112211,0.39143299644074764,0.006583232113168091,1.145921299940905,13.448854363036457,1.7617766036847626,28.8279096192516,1404.7239109227246,0.026748682210531432,0.026748682210531432,0.0,0.0
67,COMPLETE,0.06455837668343281,0.06134519901731506,0.3672590926823274,0.007252762302174455,1.1651712675306847,17.774109806149603,1.6181016636477248,23.503466552313068,1417.876145515824,0.026748682210531432,0.026748682210531432,0.0,0.0
68,COMPLETE,0.031106976709413602,0.07012203657071112,0.3830532019726769,0.006957033202193791,1.1147194759743726,18.456991523162362,1.8837743837235787,25.843328501854923,1375.123534964803,0.026748682210531432,0.026748682210531432,0.0,0.0
69,COMPLETE,0.06979613169796733,0.06871480974722133,0.32370976424350323,0.007086395886673683,1.1347045696437392,18.8126766498576,0.8461469596086326,28.365361295965215,1451.436508156709,0.026748682210531432,0.026748682210531432,0.0,0.0
70,COMPLETE,0.0551816273772349,0.07719253218352108,0.35856221849896036,0.006843744673734411,1.1505345934249813,15.693868698516175,1.3797129393205132,30.160108168985115,1358.7235670438347,0.026748682210531432,0.026748682210531432,0.0,0.0
71,COMPLETE,0.02998786421204417,0.06342602389336509,0.3752959279509445,0.007296031970295246,1.1006978782237218,16.320478410027217,1.9446588746967177,26.788626448291968,1369.2300617981994,0.026748682210531432,0.026748682210531432,0.0,0.0
72,COMPLETE,0.031402993487882655,0.06546123760700008,0.40475535429680964,0.007177448278281125,1.1009595708067352,16.105681075654072,1.920391146625771,27.860383841124335,1372.752896289143,0.026748682210531432,0.026748682210531432,0.0,0.0
73,COMPLETE,0.040658775190603076,0.0673276813760359,0.3783789433366562,0.007236965170422447,1.1298273877107758,14.83719187668359,1.9847113833763679,28.95553656234697,1396.4187066527186,0.026748682210531432,0.026748682210531432,0.0,0.0
74,COMPLETE,0.04350011494237689,0.07609554051545331,0.3489083545121834,0.0070231086546955635,1.1153327590418063,15.577188158497234,1.8192092329016223,31.766245468726847,1383.7189294646744,0.026748682210531432,0.026748682210531432,0.0,0.0
75,COMPLETE,0.04347514232294128,0.060345455769994845,0.3799990456277632,0.006889868657027427,1.135829857071836,16.84961709974976,1.759081351560423,28.39290579554027,1360.5365643053642,0.026748682210531432,0.026748682210531432,0.0,0.0
76,COMPLETE,0.053167320790124456,0.06380507353261068,0.3939629411616729,0.007116304244268946,1.1711624671072312,19.312743312327292,1.841876238300236,26.149074284420713,1433.313931735048,0.026748682210531432,0.026748682210531432,0.0,0.0
